"PCIP01"	"PCIP03"	"PCIP04"	"PCIP05"	"PCIP09"	"PCIP10"	"PCIP11"	"PCIP12"	"PCIP13"	"PCIP14"	"PCIP15"	"PCIP16"	"PCIP19"	"PCIP22"	"PCIP23"	"PCIP24"	"PCIP25"	"PCIP26"	"PCIP27"	"PCIP29"	"PCIP30"	"PCIP31"	"PCIP38"	"PCIP39"	"PCIP40"	"PCIP41"	"PCIP42"	"PCIP43"	"PCIP44"	"PCIP45"	"PCIP46"	"PCIP47"	"PCIP48"	"PCIP49"	"PCIP50"	"PCIP51"	"PCIP52"	"PCIP54"	"CIP01BACHL"	"CIP03BACHL"	"CIP04BACHL"	"CIP05BACHL"	"CIP09BACHL"	"CIP10BACHL"	"CIP11BACHL"	"CIP12BACHL"	"CIP13BACHL"	"CIP14BACHL"	"CIP15BACHL"	"CIP16BACHL"	"CIP19BACHL"	"CIP22BACHL"	"CIP23BACHL"	"CIP24BACHL"	"CIP25BACHL"	"CIP26BACHL"	"CIP27BACHL"	"CIP29BACHL"	"CIP30BACHL"	"CIP31BACHL"	"CIP38BACHL"	"CIP39BACHL"	"CIP40BACHL"	"CIP41BACHL"	"CIP42BACHL"	"CIP43BACHL"	"CIP44BACHL"	"CIP45BACHL"	"CIP46BACHL"	"CIP47BACHL"	"CIP48BACHL"	"CIP49BACHL"	"CIP50BACHL"	"CIP51BACHL"	"CIP52BACHL"	"CIP54BACHL"	"NPT4_PUB"	"NPT41_PUB"	"NPT42_PUB"	"NPT43_PUB"	"NPT44_PUB"	"NPT45_PUB"	"NPT4_048_PUB"	"NPT4_3075_PUB"	"NPT4_75UP_PUB"	"NUM4_PUB"	"NUM41_PUB"	"NUM42_PUB"	"NUM43_PUB"	"NUM44_PUB"	"NUM45_PUB"	"PCTPELL"	"C150_4"	"D150_4"	"C150_4_NRA"	"PCTFLOAN"	"COMPL_RPY_1YR_RT"	"FEMALE_RPY_1YR_RT"	"MALE_RPY_1YR_RT"	"COMPL_RPY_3YR_RT"	"FEMALE_RPY_3YR_RT"	"MALE_RPY_3YR_RT"	"COMPL_RPY_5YR_RT"	"FEMALE_RPY_5YR_RT"	"MALE_RPY_5YR_RT"	"GRAD_DEBT_MDN"	"WDRAW_DEBT_MDN"	"LO_INC_DEBT_MDN"	"MD_INC_DEBT_MDN"	"HI_INC_DEBT_MDN"	"DEP_DEBT_MDN"	"IND_DEBT_MDN"	"PELL_DEBT_MDN"	"NOPELL_DEBT_MDN"	"FEMALE_DEBT_MDN"	"MALE_DEBT_MDN"	"FIRSTGEN_DEBT_MDN"	"NOTFIRSTGEN_DEBT_MDN"	"DEBT_N"	"GRAD_DEBT_N"	"WDRAW_DEBT_N"	"LO_INC_DEBT_N"	"MD_INC_DEBT_N"	"HI_INC_DEBT_N"	"DEP_DEBT_N"	"IND_DEBT_N"	"PELL_DEBT_N"	"NOPELL_DEBT_N"	"FEMALE_DEBT_N"	"MALE_DEBT_N"	"FIRSTGEN_DEBT_N"	"NOTFIRSTGEN_DEBT_N"	"FEMALE_RPY_1YR_N"	"MALE_RPY_1YR_N"	"FEMALE_RPY_3YR_N"	"MALE_RPY_3YR_N"	"FEMALE_RPY_5YR_N"	"MALE_RPY_5YR_N"	"MN_EARN_WNE_INDEP0_P6"	"MN_EARN_WNE_INDEP1_P6"	"MN_EARN_WNE_MALE0_P6"	"MN_EARN_WNE_MALE1_P6"	"GRAD_DEBT_MDN_SUPP"	"FEMALE_RPY_3YR_RT_SUPP"	"MALE_RPY_3YR_RT_SUPP"	"C100_4"	"D150_4_WHITE"	"D150_4_BLACK"	"D150_4_HISP"	"D150_4_ASIAN"	"D150_4_AIAN"	"D150_4_NHPI"	"D150_4_2MOR"	"D150_4_NRA"	"D150_4_UNKN"	"Year"
"8.8400000000000006E-2"	"2.35E-2"	"1.9099999999999999E-2"	"4.1000000000000003E-3"	"6.6400000000000001E-2"	"0"	"1.21E-2"	"0"	"7.7299999999999994E-2"	"0.1101"	"1.5800000000000002E-2"	"1.29E-2"	"7.8799999999999995E-2"	"2.9999999999999997E-4"	"2.2499999999999999E-2"	"8.0000000000000004E-4"	"0"	"5.0900000000000001E-2"	"1.01E-2"	"0"	"1.01E-2"	"0"	"2.0999999999999999E-3"	"0"	"1.32E-2"	"0"	"5.5300000000000002E-2"	"3.3999999999999998E-3"	"0"	"3.39E-2"	"0"	"0"	"0"	"0"	"3.0800000000000001E-2"	"2.3E-2"	"0.21709999999999999"	"1.8100000000000002E-2"	2	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	"16177"	"11395"	"12149"	"15016"	"19067"	"19869"	"11755"	"13744"	"19506"	"2170"	"362"	"330"	"414"	"482"	"582"	"0.19889999999999999"	"0.66790000000000005"	"4164"	"0.70489999999999997"	"0.3856"	"0.78507146640000003"	"0.67591706539999996"	"0.71079729329999997"	"0.83130866920000002"	"0.73635195890000005"	"0.74008941880000001"	"0.88682864449999999"	"0.80127963869999996"	"0.80275715800000003"	"21500"	"7000"	"12500"	"14017"	"13946"	"13500"	"14715"	"14576"	"12475"	"13534"	"13656"	"12500"	"14000"	"7788"	"4278"	"3534"	"1629"	"2554"	"3605"	"7059"	"729"	"3684"	"4104"	"3801"	"3987"	"1840"	"5948"	"3135"	"3399"	"3114"	"3355"	"2657"	"2829"	"39900"	"40000"	"35800"	"43700"	"21500"	"0.73635195890000005"	"0.74008941880000001"	"0.33069999999999999"	"3582"	"88"	"181"	"98"	"26"	"0"	"0"	"61"	"128"	"2014-15"
"1.6299999999999999E-2"	"1.37E-2"	"4.4999999999999997E-3"	"7.1999999999999998E-3"	"8.2900000000000001E-2"	"0"	"3.5999999999999997E-2"	"0"	"0"	"9.7100000000000006E-2"	"0"	"1.5100000000000001E-2"	"0"	"0"	"2.7099999999999999E-2"	"0"	"0"	"8.4099999999999994E-2"	"1.47E-2"	"0"	"1.01E-2"	"4.7399999999999998E-2"	"7.9000000000000008E-3"	"0"	"1.4999999999999999E-2"	"0"	"7.9299999999999995E-2"	"3.3799999999999997E-2"	"8.0999999999999996E-3"	"0.1007"	"0"	"0"	"0"	"0"	"2.8799999999999999E-2"	"0.1147"	"0.12989999999999999"	"2.53E-2"	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	2	1	1	"20079"	"11953"	"14073"	"20537"	"25822"	"27086"	"12729"	"17383"	"26641"	"3711"	"950"	"548"	"575"	"576"	"1062"	"0.29959999999999998"	"0.80679999999999996"	"5834"	"0.77500000000000002"	"0.52359999999999995"	"0.72774473709999998"	"0.62520274490000005"	"0.66529692470000001"	"0.76825674050000003"	"0.67130767130000002"	"0.70827067669999999"	"0.82133995039999996"	"0.73781829610000005"	"0.76167076170000003"	"21500"	"9500"	"17250"	"19500"	"17791.5"	"18750"	"15974.5"	"20050"	"15000"	"18500"	"18000"	"18750"	"18000"	"20611"	"13906"	"6743"	"7023"	"6078"	"7510"	"16619"	"3992"	"11791"	"8820"	"10901"	"9710"	"6567"	"14044"	"8015"	"7544"	"7326"	"6650"	"6362"	"5291"	"46900"	"54700"	"45900"	"50600"	"21500"	"0.67130767130000002"	"0.70827067669999999"	"0.59"	"2813"	"455"	"640"	"1511"	"4"	"34"	"182"	"80"	"115"	"2014-15"
"3.78E-2"	"1.21E-2"	"1.2999999999999999E-2"	"2.0999999999999999E-3"	"5.0900000000000001E-2"	"0"	"4.7999999999999996E-3"	"0"	"1.95E-2"	"0.13239999999999999"	"0"	"2.1100000000000001E-2"	"6.93E-2"	"0"	"2.5399999999999999E-2"	"2E-3"	"0"	"7.0099999999999996E-2"	"1.0800000000000001E-2"	"0"	"7.6E-3"	"1.14E-2"	"2.8999999999999998E-3"	"0"	"1.0500000000000001E-2"	"0"	"5.2699999999999997E-2"	"0"	"2.3599999999999999E-2"	"0.1094"	"0"	"0"	"0"	"2.3E-3"	"3.0200000000000001E-2"	"8.8099999999999998E-2"	"0.17519999999999999"	"1.4800000000000001E-2"	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	"18068"	"10566"	"12647"	"16695"	"20492"	"22498"	"11418"	"15194"	"21696"	"2778"	"433"	"300"	"509"	"614"	"922"	"0.2243"	"0.83499999999999996"	"6151"	"0.77349999999999997"	"0.44009999999999999"	"0.70829823079999998"	"0.55847032760000004"	"0.60635439790000001"	"0.75061899570000001"	"0.61318952930000004"	"0.65151515149999994"	"0.81335356599999997"	"0.6875"	"0.71126033060000005"	"21641"	"6500"	"12500"	"15500"	"16347"	"15000"	"14250"	"15750"	"14382"	"15064"	"14762"	"14500"	"15000"	"19727"	"11152"	"8679"	"5370"	"6005"	"8352"	"16790"	"2937"	"10562"	"9165"	"10176"	"9551"	"6004"	"13723"	"8577"	"8561"	"8901"	"9042"	"7488"	"7744"	"41700"	"40200"	"37500"	"45100"	"21641"	"0.61318952930000004"	"0.65151515149999994"	"0.61450000000000005"	"4905"	"363"	"190"	"360"	"19"	"0"	"0"	"234"	"80"	"2014-15"
"3.2899999999999999E-2"	"1.4E-2"	"7.4000000000000003E-3"	"3.0000000000000001E-3"	"9.35E-2"	"0"	"5.0799999999999998E-2"	"0"	"3.9399999999999998E-2"	"0.1459"	"0"	"1.44E-2"	"2.46E-2"	"0"	"1.34E-2"	"1.5E-3"	"0"	"5.1400000000000001E-2"	"1.7500000000000002E-2"	"0"	"1.3299999999999999E-2"	"3.8399999999999997E-2"	"4.1999999999999997E-3"	"0"	"3.4200000000000001E-2"	"2.0999999999999999E-3"	"4.2900000000000001E-2"	"3.9300000000000002E-2"	"0"	"7.9600000000000004E-2"	"0"	"0"	"0"	"0"	"2.2800000000000001E-2"	"5.6300000000000003E-2"	"0.1454"	"1.21E-2"	2	1	1	1	1	0	2	0	2	2	0	1	2	0	1	1	0	1	1	0	1	1	1	0	1	1	2	2	0	2	0	0	0	0	2	2	2	1	"28201"	"20010"	"20750"	"25404"	"29648"	"31680"	"20341"	"23528"	"31066"	"2844"	"311"	"252"	"373"	"576"	"1332"	"0.1661"	"0.86109999999999998"	"7241"	"0.80200000000000005"	"0.50209999999999999"	"0.76036333609999995"	"0.59317888439999999"	"0.68398045770000004"	"0.84333504299999995"	"0.67881705640000001"	"0.74417310660000002"	"0.8869169361"	"0.74125757950000004"	"0.8008716561"	"26933"	"7500"	"17118"	"19960"	"20500"	"20000"	"16045"	"20107.5"	"19000"	"19500"	"19500"	"18750"	"19500"	"34662"	"20123"	"14690"	"9617"	"10795"	"14250"	"28348"	"6314"	"18130"	"16532"	"17271"	"17391"	"11437"	"23225"	"14719"	"15556"	"14540"	"16175"	"12039"	"13308"	"43500"	"44200"	"39000"	"47200"	"26933"	"0.67881705640000001"	"0.74417310660000002"	"0.65559999999999996"	"5833"	"269"	"320"	"409"	"6"	"0"	"0"	"404"	"0"	"2014-15"
"3.0300000000000001E-2"	"1.6299999999999999E-2"	"3.0999999999999999E-3"	"1.37E-2"	"5.7000000000000002E-2"	"0"	"2.2499999999999999E-2"	"0"	"2.8799999999999999E-2"	"0.1016"	"0"	"3.9300000000000002E-2"	"2.5700000000000001E-2"	"9.9000000000000008E-3"	"2.4299999999999999E-2"	"0"	"0"	"0.13669999999999999"	"1.9099999999999999E-2"	"0"	"2.58E-2"	"1.5699999999999999E-2"	"1.0999999999999999E-2"	"0"	"2.06E-2"	"0"	"4.2500000000000003E-2"	"0"	"1.43E-2"	"0.1381"	"0"	"0"	"0"	"0"	"2.7799999999999998E-2"	"4.6100000000000002E-2"	"0.10249999999999999"	"2.7199999999999998E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	1	1	"18397"	"9235"	"10514"	"16747"	"21142"	"22851"	"9865"	"14273"	"22184"	"2064"	"242"	"235"	"357"	"480"	"750"	"0.1522"	"0.83679999999999999"	"5759"	"0.83240000000000003"	"0.36170000000000002"	"0.85400638019999997"	"0.79726027399999999"	"0.82002456999999995"	"0.89475782339999999"	"0.84845222070000004"	"0.8455258001"	"0.91505448079999996"	"0.88324420680000004"	"0.87290969900000004"	"22500"	"9174"	"17496"	"20994.5"	"20091"	"20250"	"18000"	"22590"	"19000"	"20250"	"20000"	"20500"	"20000"	"8250"	"6396"	"1873"	"1159"	"2228"	"4863"	"7585"	"665"	"2915"	"5335"	"4409"	"3841"	"1341"	"6909"	"3650"	"3256"	"3715"	"3062"	"3366"	"2691"	"49800"	"48100"	"44600"	"55000"	"22500"	"0.84845222070000004"	"0.8455258001"	"0.54659999999999997"	"4465"	"132"	"246"	"272"	"20"	"9"	"86"	"340"	"189"	"2014-15"
"5.7000000000000002E-2"	"1.29E-2"	"3.3E-3"	"3.0999999999999999E-3"	"2.5499999999999998E-2"	"0"	"4.5499999999999999E-2"	"0"	"4.5100000000000001E-2"	"0.19789999999999999"	"4.7600000000000003E-2"	"7.4999999999999997E-3"	"1.7600000000000001E-2"	"0"	"1.2E-2"	"4.8999999999999998E-3"	"0"	"3.2099999999999997E-2"	"3.2099999999999997E-2"	"0"	"5.5999999999999999E-3"	"1.0800000000000001E-2"	"2.0999999999999999E-3"	"0"	"1.8800000000000001E-2"	"0"	"2.5600000000000001E-2"	"0"	"0"	"0.06"	"0"	"2.3999999999999998E-3"	"0"	"1.6E-2"	"2.07E-2"	"6.6400000000000001E-2"	"0.21929999999999999"	"8.0000000000000002E-3"	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	"14797"	"7153"	"8073"	"13391"	"18638"	"21144"	"7563"	"11221"	"19986"	"1982"	"341"	"275"	"399"	"447"	"520"	"0.20169999999999999"	"0.72950000000000004"	"7058"	"0.71950000000000003"	"0.35589999999999999"	"0.82191780820000004"	"0.72241799949999996"	"0.75981524249999999"	"0.88204785009999997"	"0.78286904450000006"	"0.80470093639999996"	"0.92442810460000002"	"0.83983810349999999"	"0.83768736619999995"	"22500"	"7500"	"17694"	"19103.5"	"19500"	"19344"	"17880"	"19500"	"18875.5"	"19000"	"19500"	"19500"	"19072"	"8606"	"6453"	"2169"	"1653"	"2524"	"4429"	"7967"	"639"	"4160"	"4446"	"3709"	"4897"	"2018"	"6588"	"3689"	"4763"	"3841"	"5233"	"3459"	"4670"	"48800"	"50800"	"43200"	"53300"	"22500"	"0.78286904450000006"	"0.80470093639999996"	"0.45269999999999999"	"5628"	"238"	"197"	"397"	"44"	"0"	"0"	"517"	"37"	"2014-15"
"5.8200000000000002E-2"	"6.4000000000000003E-3"	"2.2100000000000002E-2"	"1.66E-2"	"8.5800000000000001E-2"	"0"	"2.7099999999999999E-2"	"0"	"3.2800000000000003E-2"	"0.17630000000000001"	"0"	"9.4999999999999998E-3"	"7.6E-3"	"0"	"2.75E-2"	"8.9999999999999998E-4"	"0"	"8.0799999999999997E-2"	"1.8200000000000001E-2"	"0"	"6.8999999999999999E-3"	"3.9699999999999999E-2"	"3.0999999999999999E-3"	"0"	"2.76E-2"	"0"	"5.7099999999999998E-2"	"0"	"7.7000000000000002E-3"	"7.7299999999999994E-2"	"0"	"0"	"0"	"4.0000000000000002E-4"	"2.3400000000000001E-2"	"4.6399999999999997E-2"	"0.12429999999999999"	"1.6199999999999999E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	2	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	"18798"	"7954"	"12778"	"18603"	"24403"	"26925"	"9801"	"15874"	"25998"	"2879"	"659"	"409"	"464"	"495"	"852"	"0.2019"	"0.83799999999999997"	"6930"	"0.71850000000000003"	"0.40970000000000001"	"0.79763274699999998"	"0.7276857296"	"0.77026074700000002"	"0.84263477600000003"	"0.77767910009999996"	"0.80740740740000005"	"0.89524421590000003"	"0.83630952380000001"	"0.85709923659999998"	"20450"	"8323"	"16500"	"18500"	"19000"	"18500"	"13797"	"18929"	"17500"	"18862"	"17950"	"19000"	"18107"	"9353"	"7247"	"2149"	"1987"	"2745"	"4621"	"8972"	"381"	"4328"	"5025"	"4451"	"4902"	"2173"	"7180"	"3742"	"4257"	"3378"	"3645"	"3024"	"3275"	"48800"	"51900"	"43400"	"53800"	"20450"	"0.77767910009999996"	"0.80740740740000005"	"0.68389999999999995"	"4412"	"474"	"533"	"930"	"7"	"6"	"131"	"405"	"32"	"2013-14"
"0"	"8.9999999999999993E-3"	"0"	"3.7000000000000002E-3"	"0.2016"	"0"	"1.8100000000000002E-2"	"0"	"4.8999999999999998E-3"	"0.13100000000000001"	"0"	"1.9300000000000001E-2"	"0"	"0"	"2.8299999999999999E-2"	"8.0000000000000004E-4"	"0"	"5.1700000000000003E-2"	"2.4199999999999999E-2"	"0"	"4.8999999999999998E-3"	"0"	"1.11E-2"	"0"	"2.01E-2"	"0"	"8.3699999999999997E-2"	"0"	"3.5299999999999998E-2"	"0.16830000000000001"	"0"	"0"	"0"	"0"	"9.1499999999999998E-2"	"2.2200000000000001E-2"	"3.9E-2"	"3.1199999999999999E-2"	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"0.1416"	"0.94189999999999996"	"1979"	"0.9"	"0.34560000000000002"	"0.89420485179999998"	"0.83707317069999998"	"0.84977064219999998"	"0.92582025680000002"	"0.89949238580000002"	"0.87251461990000001"	"0.94275491950000001"	"0.91730141460000003"	"0.9229711142"	"16743.5"	"6625"	"7000"	"15500"	"17783.5"	"17500"	"6000"	"16646"	"14000"	"14050"	"15332"	"12000"	"15000"	"2799"	"2300"	"521"	"632"	"747"	"1420"	"2189"	"610"	"785"	"2014"	"1504"	"1295"	"342"	"2457"	"1025"	"872"	"985"	"855"	"919"	"727"	"57200"	"95900"	"63500"	"79800"	"16743.5"	"0.89949238580000002"	"0.87251461990000001"	"0.86150000000000004"	"1112"	"94"	"153"	"390"	"5"	"1"	"36"	"90"	"98"	"2013-14"
"0"	"2.0999999999999999E-3"	"0"	"3.5000000000000001E-3"	"7.9899999999999999E-2"	"1.6000000000000001E-3"	"3.3000000000000002E-2"	"0"	"8.48E-2"	"0"	"5.0000000000000001E-4"	"2.4899999999999999E-2"	"1.7000000000000001E-2"	"0"	"1.9400000000000001E-2"	"3.3399999999999999E-2"	"0"	"7.6300000000000007E-2"	"1.24E-2"	"0"	"7.3000000000000001E-3"	"7.5899999999999995E-2"	"5.4999999999999997E-3"	"0"	"1.4800000000000001E-2"	"0"	"4.6699999999999998E-2"	"1.7600000000000001E-2"	"6.54E-2"	"7.4700000000000003E-2"	"0"	"1E-4"	"0"	"0"	"5.0999999999999997E-2"	"3.0599999999999999E-2"	"0.20499999999999999"	"1.6500000000000001E-2"	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	2	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	"14174"	"4632"	"8155"	"14812"	"19457"	"20534"	"6202"	"11853"	"20048"	"2765"	"537"	"432"	"540"	"566"	"690"	"0.19370000000000001"	"0.77049999999999996"	"7167"	"0.6552"	"0.39360000000000001"	"0.83351528379999995"	"0.69910584320000002"	"0.67561185059999995"	"0.86928386540000002"	"0.75878485600000001"	"0.72790419159999997"	"0.88689320390000004"	"0.80470588239999996"	"0.78571428570000001"	"23000"	"12000"	"15082"	"18342"	"19500"	"18434"	"17591"	"18562"	"17819.5"	"18535.5"	"17955.5"	"17466"	"18500"	"10432"	"4408"	"6061"	"2045"	"3002"	"5385"	"9841"	"591"	"4722"	"5710"	"5278"	"5154"	"2344"	"8088"	"4809"	"4658"	"4411"	"4175"	"3825"	"3486"	"41900"	"42000"	"38600"	"45300"	"23000"	"0.75878485600000001"	"0.72790419159999997"	"0.58250000000000002"	"5975"	"315"	"206"	"275"	"21"	"2"	"68"	"261"	"44"	"2013-14"
"0"	"6.8999999999999999E-3"	"0"	"6.4999999999999997E-3"	"7.5800000000000006E-2"	"0"	"1.78E-2"	"0"	"3.0200000000000001E-2"	"6.3799999999999996E-2"	"0"	"2.1499999999999998E-2"	"0"	"0"	"4.2599999999999999E-2"	"5.9900000000000002E-2"	"0"	"3.2399999999999998E-2"	"1.9300000000000001E-2"	"0"	"3.7600000000000001E-2"	"8.9499999999999996E-2"	"5.1999999999999998E-3"	"0"	"1.0200000000000001E-2"	"0"	"6.1699999999999998E-2"	"0"	"1.0200000000000001E-2"	"8.14E-2"	"0"	"0"	"0"	"0"	"6.3E-2"	"6.3399999999999998E-2"	"0.1802"	"2.0799999999999999E-2"	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	0	1	1	0	2	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	2	1	"16447"	"11351"	"13347"	"16046"	"18839"	"18985"	"12351"	"14889"	"18915"	"1316"	"191"	"192"	"256"	"324"	"353"	"0.19059999999999999"	"0.69620000000000004"	"4253"	"0.64149999999999996"	"0.47220000000000001"	"0.74763903460000003"	"0.66059602650000004"	"0.65664603600000004"	"0.80873383750000005"	"0.74211287989999997"	"0.73597359740000001"	"0.88202559820000004"	"0.81634585039999996"	"0.80562754540000003"	"21500"	"8980"	"12424.5"	"16750"	"18000"	"17500"	"9706"	"18500"	"15000"	"16022"	"16004"	"16930"	"15836"	"8784"	"4977"	"3840"	"2184"	"2577"	"4023"	"7293"	"1491"	"3759"	"5025"	"4601"	"4183"	"1950"	"6834"	"3624"	"3393"	"3455"	"3030"	"3169"	"2701"	"42000"	"58600"	"42000"	"48300"	"21500"	"0.74211287989999997"	"0.73597359740000001"	"0.47520000000000001"	"3631"	"107"	"127"	"158"	"18"	"7"	"0"	"53"	"152"	"2013-14"
"2.8299999999999999E-2"	"6.7000000000000002E-3"	"8.8999999999999999E-3"	"1.55E-2"	"5.9200000000000003E-2"	"0"	"3.8300000000000001E-2"	"0"	"4.87E-2"	"0.1145"	"0"	"2.5399999999999999E-2"	"2.2800000000000001E-2"	"0"	"3.5700000000000003E-2"	"1E-4"	"0"	"9.4500000000000001E-2"	"1.6500000000000001E-2"	"0"	"1.8E-3"	"3.5000000000000003E-2"	"6.7000000000000002E-3"	"0"	"1.89E-2"	"0"	"4.53E-2"	"0"	"0"	"0.17219999999999999"	"0"	"0"	"0"	"0"	"3.09E-2"	"1.21E-2"	"0.13519999999999999"	"2.6800000000000001E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	"16217"	"7740"	"11185"	"15134"	"19364"	"21160"	"9238"	"13567"	"20472"	"1197"	"195"	"150"	"228"	"239"	"385"	"0.19070000000000001"	"0.84060000000000001"	"4229"	"0.65959999999999996"	"0.35809999999999997"	"0.83799638990000003"	"0.76255707760000002"	"0.78804026049999998"	"0.85739044320000002"	"0.78722700199999995"	"0.79896574009999999"	"0.9072164948"	"0.83576772349999995"	"0.84719805079999999"	"19000"	"10500"	"13750"	"15500"	"16750"	"15500"	"16000"	"16000"	"15000"	"15750"	"15249"	"16040"	"15469"	"8042"	"5280"	"2791"	"1721"	"2177"	"4144"	"6996"	"1046"	"3601"	"4441"	"3977"	"4065"	"1633"	"6409"	"3285"	"3378"	"3022"	"3094"	"2807"	"2873"	"47800"	"47600"	"43100"	"52000"	"19000"	"0.78722700199999995"	"0.79896574009999999"	"0.65720000000000001"	"2566"	"523"	"318"	"572"	"8"	"3"	"95"	"47"	"97"	"2013-14"
"0"	"1.6799999999999999E-2"	"1.2800000000000001E-2"	"1.66E-2"	"2.7900000000000001E-2"	"0"	"3.7999999999999999E-2"	"0"	"1.38E-2"	"0.16839999999999999"	"0"	"4.1500000000000002E-2"	"0"	"0"	"3.1600000000000003E-2"	"1.2E-2"	"0"	"9.8199999999999996E-2"	"3.1399999999999997E-2"	"0"	"2.8299999999999999E-2"	"2.98E-2"	"4.4999999999999997E-3"	"0"	"1.47E-2"	"0"	"9.6699999999999994E-2"	"0"	"9.2999999999999992E-3"	"0.1273"	"0"	"0"	"0"	"0"	"5.7000000000000002E-2"	"3.7400000000000003E-2"	"6.4199999999999993E-2"	"2.18E-2"	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	1	1	"16287"	"5529"	"9397"	"13575"	"18598"	"23222"	"7156"	"11756"	"21451"	"1789"	"288"	"209"	"271"	"391"	"630"	"0.157"	"0.89970000000000006"	"5955"	"0.86519999999999997"	"0.36649999999999999"	"0.78526543879999999"	"0.72459801570000004"	"0.75435540069999996"	"0.81353799699999996"	"0.7514608492"	"0.77260165810000003"	"0.86446670599999997"	"0.80808080810000005"	"0.82171645329999998"	"21500"	"8500"	"17390"	"21260"	"20402.5"	"20250"	"15653.5"	"20321"	"19875"	"20016"	"20000"	"20112"	"20000"	"7404"	"6092"	"1329"	"1417"	"1959"	"4028"	"7036"	"368"	"3047"	"4357"	"3745"	"3659"	"1181"	"6223"	"2923"	"2870"	"2567"	"2533"	"2277"	"2109"	"53700"	"64000"	"48400"	"64500"	"21500"	"0.7514608492"	"0.77260165810000003"	"0.75790000000000002"	"3873"	"267"	"286"	"727"	"14"	"1"	"186"	"230"	"371"	"2013-14"
"4.4200000000000003E-2"	"1.1299999999999999E-2"	"5.1000000000000004E-3"	"6.9999999999999999E-4"	"0.1048"	"7.1999999999999998E-3"	"1.01E-2"	"0"	"3.8600000000000002E-2"	"5.6899999999999999E-2"	"2.64E-2"	"1.49E-2"	"1.43E-2"	"8.6999999999999994E-3"	"2.58E-2"	"4.1000000000000003E-3"	"0"	"0.1086"	"8.5000000000000006E-3"	"0"	"2.0400000000000001E-2"	"3.0099999999999998E-2"	"2.3999999999999998E-3"	"0"	"1.5599999999999999E-2"	"0"	"4.8399999999999999E-2"	"2.4299999999999999E-2"	"1.03E-2"	"0.1004"	"1E-3"	"0"	"0"	"0"	"2.35E-2"	"5.45E-2"	"0.16969999999999999"	"8.9999999999999993E-3"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	2	1	1	"16507"	"6293"	"13088"	"18402"	"21666"	"22643"	"8734"	"15918"	"22245"	"3520"	"858"	"481"	"548"	"665"	"968"	"0.2387"	"0.77359999999999995"	"7398"	"0.62250000000000005"	"0.48449999999999999"	"0.72268797480000002"	"0.62169702940000005"	"0.65977710229999997"	"0.81021384360000004"	"0.72127994399999995"	"0.73198148559999998"	"0.87221095329999998"	"0.7996131528"	"0.80487804880000002"	"25000"	"7554"	"17614.5"	"23250"	"19956.5"	"20375"	"19675"	"22200"	"18750"	"20500"	"19700"	"21250"	"20030"	"13235"	"8576"	"4759"	"3308"	"3765"	"6162"	"12387"	"848"	"6671"	"6564"	"7224"	"6011"	"3162"	"10073"	"6093"	"4935"	"5719"	"4537"	"5170"	"4100"	"42800"	"41200"	"38900"	"47100"	"25000"	"0.72127994399999995"	"0.73198148559999998"	"0.50439999999999996"	"5678"	"589"	"232"	"298"	"31"	"2"	"103"	"355"	"110"	"2013-14"
